CustomerId,Age,City,State,Name
183,29,New Orleans,Louisiana,Customer 183
184,33,Pittsburgh,Pennsylvania,Customer 184
185,37,Baton Rouge,Louisiana,Customer 185
186,36,Colorado Springs,Colorado,Customer 186
187,38,Phoenix,Arizona,Customer 187
188,37,Philadelphia[e],Pennsylvania,Customer 188
189,26,Riverside,California,Customer 189
190,31,Raleigh,North Carolina,Customer 190
191,36,Boston,Massachusetts,Customer 191
192,29,St. Louis,Missouri,Customer 192
193,38,Cleveland,Ohio,Customer 193
194,29,St. Louis,Missouri,Customer 194
195,34,Cleveland,Ohio,Customer 195
196,27,Laredo,Texas,Customer 196
197,32,Chesapeake,Virginia,Customer 197
198,37,Winston–Salem,North Carolina,Customer 198
199,36,Richmond,Virginia,Customer 199
200,32,Dallas,Texas,Customer 200
201,40,Saint Paul,Minnesota,Customer 201
202,35,Tampa,Florida,Customer 202
203,33,Seattle,Washington,Customer 203
204,33,Henderson,Nevada,Customer 204
205,33,Corpus Christi,Texas,Customer 205
206,33,Arlington,Texas,Customer 206
207,26,Nashville,Tennessee,Customer 207
208,29,Indianapolis,Indiana,Customer 208
209,25,Henderson,Nevada,Customer 209
210,36,Kansas City,Missouri,Customer 210
211,35,San Antonio,Texas,Customer 211
212,35,Bakersfield,California,Customer 212
213,33,Laredo,Texas,Customer 213
214,35,Tucson,Arizona,Customer 214
215,30,Fremont,California,Customer 215
216,30,Boise,Idaho,Customer 216
217,27,Laredo,Texas,Customer 217
218,25,Anchorage,Alaska,Customer 218
219,32,Buffalo,New York,Customer 219
220,32,Irving,Texas,Customer 220
221,29,Mesa,Arizona,Customer 221
222,39,Lincoln,Nebraska,Customer 222
223,39,Houston,Texas,Customer 223
224,29,Plano,Texas,Customer 224
225,39,San Francisco,California,Customer 225
226,33,Chandler,Arizona,Customer 226
227,39,Mesa,Arizona,Customer 227
228,38,Stockton,California,Customer 228
229,29,Portland,Oregon,Customer 229
230,36,Garland,Texas,Customer 230
231,35,Portland,Oregon,Customer 231
232,32,Minneapolis,Minnesota,Customer 232
233,26,Henderson,Nevada,Customer 233
234,30,Laredo,Texas,Customer 234
235,39,Fort Worth,Texas,Customer 235
236,26,Portland,Oregon,Customer 236
237,31,Jersey City,New Jersey,Customer 237
238,39,Scottsdale,Arizona,Customer 238
239,28,Nashville,Tennessee,Customer 239
240,25,Spokane,Washington,Customer 240
241,31,Jersey City,New Jersey,Customer 241
242,32,San Francisco,California,Customer 242
243,32,San Diego,California,Customer 243
244,35,Charlotte,North Carolina,Customer 244
245,35,Riverside,California,Customer 245
246,26,Greensboro,North Carolina,Customer 246
247,32,Portland,Oregon,Customer 247
248,32,Gilbert,Arizona,Customer 248
249,26,San Antonio,Texas,Customer 249
250,31,Raleigh,North Carolina,Customer 250
251,39,Mesa,Arizona,Customer 251
252,38,Saint Paul,Minnesota,Customer 252
253,35,San Diego,California,Customer 253
254,25,Winston–Salem,North Carolina,Customer 254
255,39,Corpus Christi,Texas,Customer 255
256,31,Milwaukee,Wisconsin,Customer 256
257,39,Colorado Springs,Colorado,Customer 257
258,28,New Orleans,Louisiana,Customer 258
259,27,Los Angeles,California,Customer 259
260,35,San Antonio,Texas,Customer 260
261,28,Santa Ana,California,Customer 261
262,40,Pittsburgh,Pennsylvania,Customer 262
263,32,Portland,Oregon,Customer 263
264,39,Las Vegas,Nevada,Customer 264
265,36,Phoenix,Arizona,Customer 265
266,28,Nashville,Tennessee,Customer 266
267,28,Spokane,Washington,Customer 267
268,39,Long Beach,California,Customer 268
269,31,Louisville,Kentucky,Customer 269
270,29,New York,New York,Customer 270
271,29,Memphis,Tennessee,Customer 271
272,39,Raleigh,North Carolina,Customer 272
273,35,Bakersfield,California,Customer 273
274,31,Raleigh,North Carolina,Customer 274
275,32,Irving,Texas,Customer 275
276,32,Riverside,California,Customer 276
277,38,Boise,Idaho,Customer 277
278,25,Plano,Texas,Customer 278
279,36,Santa Ana,California,Customer 279
280,26,Scottsdale,Arizona,Customer 280
281,32,Colorado Springs,Colorado,Customer 281
282,31,Buffalo,New York,Customer 282
283,31,Arlington,Texas,Customer 283
284,25,Kansas City,Missouri,Customer 284
285,39,Gilbert,Arizona,Customer 285
286,33,Long Beach,California,Customer 286
287,33,New York,New York,Customer 287
288,34,Hialeah,Florida,Customer 288
289,33,Orlando,Florida,Customer 289
290,35,Columbus,Ohio,Customer 290
291,28,Oakland,California,Customer 291
292,34,Anaheim,California,Customer 292
293,34,Portland,Oregon,Customer 293
294,34,Wichita,Kansas,Customer 294
295,29,Greensboro,North Carolina,Customer 295
296,33,Norfolk,Virginia,Customer 296
297,28,Winston–Salem,North Carolina,Customer 297
298,27,New Orleans,Louisiana,Customer 298
299,36,Detroit,Michigan,Customer 299
300,32,Garland,Texas,Customer 300
301,27,Toledo,Ohio,Customer 301
302,34,Toledo,Ohio,Customer 302
303,29,Norfolk,Virginia,Customer 303
304,32,Nashville,Tennessee,Customer 304
305,36,Oklahoma City,Oklahoma,Customer 305
306,32,Lubbock,Texas,Customer 306
307,30,Indianapolis,Indiana,Customer 307
308,28,Buffalo,New York,Customer 308
309,39,Wichita,Kansas,Customer 309
310,40,Portland,Oregon,Customer 310
311,35,Greensboro,North Carolina,Customer 311
312,33,Chesapeake,Virginia,Customer 312
313,40,Anchorage,Alaska,Customer 313
314,34,San Francisco,California,Customer 314
315,39,Garland,Texas,Customer 315
316,26,Scottsdale,Arizona,Customer 316
317,29,Mesa,Arizona,Customer 317
318,38,San Diego,California,Customer 318
319,32,Nashville,Tennessee,Customer 319
320,39,Cleveland,Ohio,Customer 320
321,26,Mesa,Arizona,Customer 321
322,34,Seattle,Washington,Customer 322
323,39,Norfolk,Virginia,Customer 323
324,33,New York,New York,Customer 324
325,29,Newark,New Jersey,Customer 325
326,29,Honolulu,Hawaii,Customer 326
327,32,Chula Vista,California,Customer 327
328,35,Toledo,Ohio,Customer 328
329,26,Austin,Texas,Customer 329
330,26,Reno,Nevada,Customer 330
331,38,Austin,Texas,Customer 331
332,39,Oklahoma City,Oklahoma,Customer 332
333,35,Henderson,Nevada,Customer 333
334,34,Richmond,Virginia,Customer 334
335,29,Cincinnati,Ohio,Customer 335
336,36,Fort Wayne,Indiana,Customer 336
337,34,Memphis,Tennessee,Customer 337
338,26,Cleveland,Ohio,Customer 338
339,38,Lubbock,Texas,Customer 339
340,38,Norfolk,Virginia,Customer 340
341,34,Jacksonville,Florida,Customer 341
342,30,San Diego,California,Customer 342
343,28,New York,New York,Customer 343
344,30,Virginia Beach[m],Virginia,Customer 344
345,27,San Diego,California,Customer 345
346,33,Buffalo,New York,Customer 346
347,33,Corpus Christi,Texas,Customer 347
348,35,Baton Rouge,Louisiana,Customer 348
349,30,Norfolk,Virginia,Customer 349
350,38,San Diego,California,Customer 350
351,30,Tulsa,Oklahoma,Customer 351
352,37,Portland,Oregon,Customer 352
353,27,Stockton,California,Customer 353
354,36,Irving,Texas,Customer 354
355,32,Fort Worth,Texas,Customer 355
356,29,Reno,Nevada,Customer 356
357,36,Anchorage,Alaska,Customer 357
358,29,Chicago,Illinois,Customer 358
359,32,Chandler,Arizona,Customer 359
360,31,Long Beach,California,Customer 360
361,38,Glendale,Arizona,Customer 361
362,33,Lexington,Kentucky,Customer 362
363,40,Jersey City,New Jersey,Customer 363
364,37,Baltimore,Maryland,Customer 364
365,26,Chandler,Arizona,Customer 365
366,36,Corpus Christi,Texas,Customer 366
367,37,Laredo,Texas,Customer 367
368,40,Portland,Oregon,Customer 368
369,25,St. Louis,Missouri,Customer 369
370,36,Milwaukee,Wisconsin,Customer 370
371,36,Raleigh,North Carolina,Customer 371
372,28,Raleigh,North Carolina,Customer 372
373,34,Seattle,Washington,Customer 373
374,37,San Antonio,Texas,Customer 374
375,30,Columbus,Ohio,Customer 375
376,30,Riverside,California,Customer 376
377,29,Spokane,Washington,Customer 377
378,34,Fresno,California,Customer 378
379,40,Riverside,California,Customer 379
380,28,Philadelphia[e],Pennsylvania,Customer 380
381,27,St. Petersburg,Florida,Customer 381
382,38,Spokane,Washington,Customer 382
383,30,Glendale,Arizona,Customer 383
384,37,Houston,Texas,Customer 384
385,29,Lubbock,Texas,Customer 385
386,35,Tucson,Arizona,Customer 386
387,26,Miami,Florida,Customer 387
388,26,Chicago,Illinois,Customer 388
389,28,Stockton,California,Customer 389
390,25,Austin,Texas,Customer 390
391,27,Stockton,California,Customer 391
392,26,Atlanta,Georgia,Customer 392
393,37,Pittsburgh,Pennsylvania,Customer 393
394,29,Dallas,Texas,Customer 394
395,38,North Las Vegas,Nevada,Customer 395
396,31,New Orleans,Louisiana,Customer 396
397,38,Henderson,Nevada,Customer 397
398,31,Philadelphia[e],Pennsylvania,Customer 398
399,39,Gilbert,Arizona,Customer 399
400,39,Oakland,California,Customer 400
401,29,Columbus,Ohio,Customer 401
402,37,Jersey City,New Jersey,Customer 402
403,36,Fresno,California,Customer 403
404,27,New York,New York,Customer 404
405,28,Tulsa,Oklahoma,Customer 405
406,28,Riverside,California,Customer 406
407,33,New Orleans,Louisiana,Customer 407
408,39,Newark,New Jersey,Customer 408
409,32,Orlando,Florida,Customer 409
410,30,Aurora,Colorado,Customer 410
411,26,Milwaukee,Wisconsin,Customer 411
412,29,Fort Worth,Texas,Customer 412
413,37,Charlotte,North Carolina,Customer 413
414,38,New York,New York,Customer 414
415,32,Boise,Idaho,Customer 415
416,32,Henderson,Nevada,Customer 416
417,29,St. Louis,Missouri,Customer 417
418,40,El Paso,Texas,Customer 418
419,32,Louisville,Kentucky,Customer 419
420,27,Corpus Christi,Texas,Customer 420
421,40,Santa Ana,California,Customer 421
422,32,Washington,District of Columbia,Customer 422
423,30,Greensboro,North Carolina,Customer 423
424,33,Reno,Nevada,Customer 424
425,31,Sacramento,California,Customer 425
426,32,Santa Ana,California,Customer 426
427,37,Los Angeles,California,Customer 427
428,28,Toledo,Ohio,Customer 428
429,31,Honolulu,Hawaii,Customer 429
430,31,Fort Wayne,Indiana,Customer 430
431,32,Seattle,Washington,Customer 431
432,25,Oklahoma City,Oklahoma,Customer 432
433,31,Denver,Colorado,Customer 433
434,38,Los Angeles,California,Customer 434
435,34,Fremont,California,Customer 435
436,31,Garland,Texas,Customer 436
437,27,San Francisco,California,Customer 437
438,27,Jersey City,New Jersey,Customer 438
439,34,San Francisco,California,Customer 439
440,28,Greensboro,North Carolina,Customer 440
441,36,Saint Paul,Minnesota,Customer 441
442,39,St. Louis,Missouri,Customer 442
443,30,El Paso,Texas,Customer 443
444,33,Lexington,Kentucky,Customer 444
445,39,Omaha,Nebraska,Customer 445
446,27,Spokane,Washington,Customer 446
447,34,Fort Worth,Texas,Customer 447
448,39,Anaheim,California,Customer 448
450,26,Anchorage,Alaska,Customer 450
451,28,Los Angeles,California,Customer 451
452,25,Baltimore,Maryland,Customer 452
453,32,Chicago,Illinois,Customer 453
454,28,Baltimore,Maryland,Customer 454
455,29,Atlanta,Georgia,Customer 455
456,34,Spokane,Washington,Customer 456
457,33,Orlando,Florida,Customer 457
458,37,Charlotte,North Carolina,Customer 458
459,31,Buffalo,New York,Customer 459
460,38,Washington,District of Columbia,Customer 460
461,37,Jersey City,New Jersey,Customer 461
462,26,Reno,Nevada,Customer 462
463,39,Aurora,Colorado,Customer 463
464,37,Newark,New Jersey,Customer 464
465,35,El Paso,Texas,Customer 465
466,37,Durham,North Carolina,Customer 466
467,26,Aurora,Colorado,Customer 467
468,40,Colorado Springs,Colorado,Customer 468
469,33,St. Louis,Missouri,Customer 469
470,26,Anaheim,California,Customer 470
471,39,Phoenix,Arizona,Customer 471
472,32,Tampa,Florida,Customer 472
473,26,Colorado Springs,Colorado,Customer 473
474,32,Detroit,Michigan,Customer 474
475,38,Austin,Texas,Customer 475
476,29,Philadelphia[e],Pennsylvania,Customer 476
477,39,Lexington,Kentucky,Customer 477
478,38,Louisville,Kentucky,Customer 478
479,39,Richmond,Virginia,Customer 479
480,31,Philadelphia[e],Pennsylvania,Customer 480
481,39,Las Vegas,Nevada,Customer 481
482,37,Tulsa,Oklahoma,Customer 482
483,36,Oklahoma City,Oklahoma,Customer 483
484,38,Raleigh,North Carolina,Customer 484
485,32,Lexington,Kentucky,Customer 485
486,33,Louisville,Kentucky,Customer 486
487,39,Honolulu,Hawaii,Customer 487
488,28,Nashville,Tennessee,Customer 488
489,35,Toledo,Ohio,Customer 489
490,40,Baltimore,Maryland,Customer 490
491,28,Santa Ana,California,Customer 491
492,38,Fremont,California,Customer 492
493,26,Kansas City,Missouri,Customer 493
494,39,Glendale,Arizona,Customer 494
495,34,Toledo,Ohio,Customer 495
496,33,Santa Ana,California,Customer 496
497,31,Denver,Colorado,Customer 497
498,37,Oakland,California,Customer 498
499,32,Chandler,Arizona,Customer 499
500,26,Oklahoma City,Oklahoma,Customer 500
501,37,Fresno,California,Customer 501
502,29,Las Vegas,Nevada,Customer 502
503,39,Tampa,Florida,Customer 503
504,26,Lubbock,Texas,Customer 504
505,37,Virginia Beach[m],Virginia,Customer 505
506,34,New York,New York,Customer 506
507,32,San Jose,California,Customer 507
508,35,Chicago,Illinois,Customer 508
509,29,Henderson,Nevada,Customer 509
510,30,Virginia Beach[m],Virginia,Customer 510
511,27,Richmond,Virginia,Customer 511
512,40,Newark,New Jersey,Customer 512
513,33,El Paso,Texas,Customer 513
514,30,Corpus Christi,Texas,Customer 514
515,38,Memphis,Tennessee,Customer 515
516,32,Winston–Salem,North Carolina,Customer 516
517,32,Plano,Texas,Customer 517
518,28,Minneapolis,Minnesota,Customer 518
519,32,Glendale,Arizona,Customer 519
520,36,Irving,Texas,Customer 520
521,25,Milwaukee,Wisconsin,Customer 521
522,39,Glendale,Arizona,Customer 522
523,33,Tulsa,Oklahoma,Customer 523
524,39,Tampa,Florida,Customer 524
525,36,Oakland,California,Customer 525
526,30,Arlington,Texas,Customer 526
527,29,Los Angeles,California,Customer 527
528,32,San Diego,California,Customer 528
529,36,Lubbock,Texas,Customer 529
530,36,Wichita,Kansas,Customer 530
531,33,Los Angeles,California,Customer 531
532,39,Riverside,California,Customer 532
533,31,Greensboro,North Carolina,Customer 533
534,26,Saint Paul,Minnesota,Customer 534
535,32,Fresno,California,Customer 535
536,29,Houston,Texas,Customer 536
537,28,Plano,Texas,Customer 537
538,28,Buffalo,New York,Customer 538
539,31,Irving,Texas,Customer 539
540,27,Saint Paul,Minnesota,Customer 540
541,40,Memphis,Tennessee,Customer 541
542,30,San Diego,California,Customer 542
543,39,San Jose,California,Customer 543
544,38,Lincoln,Nebraska,Customer 544
545,33,Greensboro,North Carolina,Customer 545
546,30,Baltimore,Maryland,Customer 546
547,34,Boise,Idaho,Customer 547
548,36,Spokane,Washington,Customer 548
549,29,Fort Wayne,Indiana,Customer 549
550,34,North Las Vegas,Nevada,Customer 550
551,38,Aurora,Colorado,Customer 551
552,26,Buffalo,New York,Customer 552
553,36,Fort Wayne,Indiana,Customer 553
554,32,Newark,New Jersey,Customer 554
555,35,Wichita,Kansas,Customer 555
556,33,Tulsa,Oklahoma,Customer 556
557,37,Jersey City,New Jersey,Customer 557
558,38,Santa Ana,California,Customer 558
559,35,Lubbock,Texas,Customer 559
560,30,Memphis,Tennessee,Customer 560
561,31,Atlanta,Georgia,Customer 561
562,31,Fresno,California,Customer 562
563,31,Los Angeles,California,Customer 563
564,29,Louisville,Kentucky,Customer 564
565,31,Louisville,Kentucky,Customer 565
566,31,Seattle,Washington,Customer 566
567,35,San Francisco,California,Customer 567
568,35,Detroit,Michigan,Customer 568
569,35,Orlando,Florida,Customer 569
570,39,Oakland,California,Customer 570
572,37,Boston,Massachusetts,Customer 572
573,26,Virginia Beach[m],Virginia,Customer 573
574,28,Richmond,Virginia,Customer 574
575,31,Tucson,Arizona,Customer 575
576,29,Toledo,Ohio,Customer 576
577,30,Boise,Idaho,Customer 577
578,27,Anchorage,Alaska,Customer 578
579,29,Sacramento,California,Customer 579
580,37,Charlotte,North Carolina,Customer 580
581,34,Orlando,Florida,Customer 581
582,30,Jersey City,New Jersey,Customer 582
583,34,Dallas,Texas,Customer 583
584,29,Indianapolis,Indiana,Customer 584
585,38,Milwaukee,Wisconsin,Customer 585
586,40,Portland,Oregon,Customer 586
587,40,Lincoln,Nebraska,Customer 587
588,37,Seattle,Washington,Customer 588
589,33,Greensboro,North Carolina,Customer 589
590,28,Jersey City,New Jersey,Customer 590
591,37,Spokane,Washington,Customer 591
592,31,Lincoln,Nebraska,Customer 592
593,33,Durham,North Carolina,Customer 593
594,37,Tucson,Arizona,Customer 594
595,37,Nashville,Tennessee,Customer 595
596,36,Phoenix,Arizona,Customer 596
597,33,Milwaukee,Wisconsin,Customer 597
598,27,Baltimore,Maryland,Customer 598
599,31,Saint Paul,Minnesota,Customer 599
600,38,Denver,Colorado,Customer 600
601,35,Charlotte,North Carolina,Customer 601
602,36,Scottsdale,Arizona,Customer 602
603,28,San Diego,California,Customer 603
604,33,Cincinnati,Ohio,Customer 604
605,32,Denver,Colorado,Customer 605
606,38,New York,New York,Customer 606
607,40,Miami,Florida,Customer 607
608,37,Fremont,California,Customer 608
609,30,Columbus,Ohio,Customer 609
610,31,Toledo,Ohio,Customer 610
611,36,Columbus,Ohio,Customer 611
612,26,Mesa,Arizona,Customer 612
613,39,Anaheim,California,Customer 613
614,40,Chesapeake,Virginia,Customer 614
615,31,St. Louis,Missouri,Customer 615
616,39,Washington,District of Columbia,Customer 616
617,32,Laredo,Texas,Customer 617
618,27,Norfolk,Virginia,Customer 618
619,35,Fort Wayne,Indiana,Customer 619
620,32,Saint Paul,Minnesota,Customer 620
621,29,Madison,Wisconsin,Customer 621
622,36,Kansas City,Missouri,Customer 622
624,26,Fort Wayne,Indiana,Customer 624
625,26,Philadelphia[e],Pennsylvania,Customer 625
626,26,Virginia Beach[m],Virginia,Customer 626
627,31,Lexington,Kentucky,Customer 627
628,32,San Antonio,Texas,Customer 628
629,34,Atlanta,Georgia,Customer 629
630,28,Durham,North Carolina,Customer 630
631,39,Mesa,Arizona,Customer 631
632,28,Irving,Texas,Customer 632
633,36,New Orleans,Louisiana,Customer 633
634,39,North Las Vegas,Nevada,Customer 634
635,29,Jersey City,New Jersey,Customer 635
636,39,Mesa,Arizona,Customer 636
637,31,Detroit,Michigan,Customer 637
638,32,Fort Wayne,Indiana,Customer 638
639,26,Tucson,Arizona,Customer 639
640,27,Minneapolis,Minnesota,Customer 640
641,32,Denver,Colorado,Customer 641
642,30,Arlington,Texas,Customer 642
643,28,Raleigh,North Carolina,Customer 643
644,32,Norfolk,Virginia,Customer 644
645,32,Detroit,Michigan,Customer 645
646,28,Minneapolis,Minnesota,Customer 646
647,33,Durham,North Carolina,Customer 647
648,32,Miami,Florida,Customer 648
649,30,Chicago,Illinois,Customer 649
650,36,San Francisco,California,Customer 650
651,38,Baton Rouge,Louisiana,Customer 651
652,39,Stockton,California,Customer 652
653,38,Henderson,Nevada,Customer 653
654,39,Arlington,Texas,Customer 654
655,30,Fremont,California,Customer 655
656,38,Philadelphia[e],Pennsylvania,Customer 656
657,28,St. Louis,Missouri,Customer 657
658,27,Las Vegas,Nevada,Customer 658
659,33,El Paso,Texas,Customer 659
660,36,Phoenix,Arizona,Customer 660
661,29,Chesapeake,Virginia,Customer 661
662,33,Anaheim,California,Customer 662
663,34,Cincinnati,Ohio,Customer 663
664,35,Indianapolis,Indiana,Customer 664
665,39,Boston,Massachusetts,Customer 665
666,27,San Francisco,California,Customer 666
667,32,Saint Paul,Minnesota,Customer 667
668,26,Philadelphia[e],Pennsylvania,Customer 668
669,25,Norfolk,Virginia,Customer 669
670,37,Phoenix,Arizona,Customer 670
671,39,Seattle,Washington,Customer 671
672,36,North Las Vegas,Nevada,Customer 672
673,38,El Paso,Texas,Customer 673
674,33,Wichita,Kansas,Customer 674
675,38,Lexington,Kentucky,Customer 675
676,25,New York,New York,Customer 676
677,29,Mesa,Arizona,Customer 677
678,37,Toledo,Ohio,Customer 678
679,37,Winston–Salem,North Carolina,Customer 679
680,33,St. Louis,Missouri,Customer 680
681,35,Denver,Colorado,Customer 681
682,40,Henderson,Nevada,Customer 682
683,31,Lexington,Kentucky,Customer 683
684,38,Las Vegas,Nevada,Customer 684
685,27,Miami,Florida,Customer 685
686,27,Henderson,Nevada,Customer 686
687,32,Boise,Idaho,Customer 687
688,33,Cleveland,Ohio,Customer 688
689,30,Arlington,Texas,Customer 689
